PolicyholderNumber,FirstPartyVehicleNumber,PolicyholderOccupation,FirstPolicySubscriptionDate,FirstPartyVehicleType,PolicyholderPostCode,PolicyWasSubscribedOnInternet,NumberOfPoliciesOfPolicyholder,FpVehicleAgeMonths,PolicyHolderAge,FirstPartyLiability,ReferenceId,ThirdPartyVehicleNumber,InsurerNotes,LossDate,ClaimCause,ClaimInvolvedCovers,DamageImportance,ConnectionBetweenParties,LossPostCode,EasinessToStage,ClaimWithoutIdentifiedThirdParty,ClaimAmount,LossHour,NumberOfBodilyInjuries,Fraud
PH006709,V87831,Other,2014-08-04,Van,18498,0,1,239,48,0.7787195180021105,REF006709,V89179,Partial damage,2020-06-21,Vandalism,Collision,6,No,70258,0.739106516929719,0,34102.33729967763,4,1,0.0
PH008843,V24806,Business,2013-11-19,Truck,72489,0,3,188,49,0.5875408662888826,REF008843,V85217,Minor damage,2019-10-10,Fire,Comprehensive,8,No,34967,0.47979868746221754,1,45543.30866261047,3,0,0.0
PH002032,V34486,Business,2014-01-12,Motorcycle,29691,0,1,207,51,0.7717252052561872,REF002032,V37021,Partial damage,2020-12-09,Theft,Liability,9,No,87923,0.47435748130055466,0,21795.97180510106,18,0,0.0
PH001361,V38477,Doctor,2019-04-26,Car,29005,0,1,107,19,0.5422928936700155,REF001361,V88139,Minor damage,2020-07-27,Theft,Medical,2,No,99229,0.223156080471971,0,15043.497524408745,4,0,0.0
PH001156,V53065,Teacher,2014-04-09,Motorcycle,56323,0,2,55,44,0.11454582248982748,REF001156,V48517,Minor damage,2019-10-08,Accident,Comprehensive,8,No,18070,0.8860376449311076,0,35506.71838701409,13,3,0.0
PH007786,V96419,Other,2018-06-18,SUV,45219,0,3,83,76,0.5449627884969309,REF007786,V35923,Total loss,2019-12-02,Accident,Collision,9,No,49502,0.45101269367479757,0,45338.732371127466,4,0,0.0
PH008418,V85777,Doctor,2017-12-10,Motorcycle,41455,0,2,28,58,0.8987369308714088,REF008418,V29151,Minor damage,2019-12-13,Accident,Collision,1,No,91570,0.8831715580518272,1,5228.126605717224,12,2,0.0
PH000990,V89129,Doctor,2010-04-17,Van,44968,0,1,228,24,0.4876482626399804,REF000990,V88924,Partial damage,2020-03-06,Natural Disaster,Comprehensive,4,No,62790,0.8242260347993985,0,30361.171480255227,7,0,0.0
PH006205,V44517,Engineer,2019-01-19,Van,63886,1,1,188,58,0.77689604673599,REF006205,V14485,Minor damage,2020-09-25,Natural Disaster,Liability,5,No,70091,0.057819463876515376,0,16026.81928073037,13,0,0.0
PH009838,V32176,Doctor,2020-12-02,Car,44804,1,1,26,18,0.8791698728786794,REF009838,V22594,Partial damage,2019-03-20,Vandalism,Comprehensive,1,No,59593,0.44507518109890476,0,40137.16260969188,0,1,0.0
PH000601,V69829,Lawyer,2016-02-03,Truck,75196,0,2,34,50,0.20775237678626723,REF000601,V94711,Partial damage,2019-04-05,Natural Disaster,Medical,6,No,36632,0.1989798142535869,0,3326.4115155604163,11,1,0.0
PH007936,V86501,Business,2014-08-09,Car,43777,1,1,45,45,0.7236286084225736,REF007936,V77083,Minor damage,2020-07-20,Fire,Liability,1,No,88337,0.7237265443085427,0,15082.06521717445,0,0,0.0
PH000006,V28289,Teacher,2012-12-02,Car,94644,1,1,61,30,0.563593803744515,REF000006,V40704,Minor damage,2020-04-10,Accident,Medical,2,Yes,68502,0.761162558216518,0,39431.4040533404,9,0,1.0
PH002303,V56254,Business,2016-05-03,Truck,21769,0,1,5,53,0.25004806732070584,REF002303,V82634,Partial damage,2020-01-16,Fire,Comprehensive,2,No,78849,0.9535481887770347,1,7964.033149856333,8,0,0.0
PH005370,V37102,Other,2020-04-08,Car,34224,0,1,120,75,0.6716168347541875,REF005370,V93211,Theft reported,2019-07-06,Accident,Collision,7,No,86980,0.22076591866064366,0,27650.74246874574,12,0,0.0
PH005322,V14804,Engineer,2017-09-24,Motorcycle,43748,0,1,176,47,0.36018294932825723,REF005322,V93458,Total loss,2020-07-20,Theft,Liability,2,No,74657,0.8921675800493425,0,15618.681032707389,1,0,0.0
PH000606,V83259,Lawyer,2013-08-23,Motorcycle,11783,0,2,97,37,0.36353804308186843,REF000606,V90350,Total loss,2019-08-13,Vandalism,Liability,1,No,79705,0.7441484991675198,0,9253.734262585764,12,2,0.0
PH004199,V62096,Business,2020-06-07,SUV,64063,0,2,25,31,0.5874510991390971,REF004199,V69515,Total loss,2020-05-29,Theft,Liability,4,No,64174,0.27251694517311253,0,1913.5796907365373,20,0,0.0
PH004269,V87994,Lawyer,2012-12-13,SUV,88802,1,1,4,36,0.5472791527000842,REF004269,V77853,Partial damage,2020-04-09,Vandalism,Comprehensive,6,Yes,12137,0.37749703450229455,0,32219.286211480903,20,0,0.0
PH006825,V10861,Lawyer,2017-08-30,Truck,44262,0,4,223,36,0.15703109768649315,REF006825,V83023,Minor damage,2020-03-13,Theft,Medical,2,Yes,28910,0.20669976393180423,0,42286.937517695136,2,0,0.0
PH007829,V52688,Business,2014-09-29,SUV,58087,0,2,104,75,0.7132749276117715,REF007829,V23402,Partial damage,2019-08-08,Vandalism,Collision,6,No,39887,0.9186426895944174,0,16751.082987641912,11,0,0.0
PH000685,V87580,Lawyer,2018-04-07,Car,99012,1,2,82,76,0.5293526345163156,REF000685,V61229,Partial damage,2020-09-03,Theft,Collision,2,No,82355,0.34539271131009974,0,8505.32175164956,2,0,0.0
PH007079,V37076,Engineer,2020-09-04,Van,53820,0,1,119,21,0.5403312698970185,REF007079,V34179,Theft reported,2020-03-19,Natural Disaster,Comprehensive,4,No,33619,0.878943359000586,0,30120.635263441956,21,0,0.0
PH009912,V10071,Other,2012-05-11,SUV,71039,1,1,204,31,0.7689511877374174,REF009912,V23119,Total loss,2020-08-26,Vandalism,Medical,3,No,93067,0.5021526906386661,1,1759.8025179502406,9,0,0.0
PH007744,V33516,Engineer,2011-08-03,Van,71097,0,1,188,34,0.8845733369667088,REF007744,V36222,Partial damage,2020-11-01,Natural Disaster,Medical,1,No,32902,0.890077728535408,0,49454.00419099115,10,0,0.0
PH007752,V37021,Business,2018-06-12,SUV,51045,1,1,63,52,0.425881806740101,REF007752,V35551,Total loss,2019-02-12,Theft,Comprehensive,3,No,20521,0.8751169200613977,0,41389.73613023008,8,1,0.0
PH005989,V50587,Lawyer,2015-01-17,Truck,71876,0,1,21,71,0.8807205736340812,REF005989,V61944,Theft reported,2019-04-21,Theft,Medical,6,No,79303,0.9443093433309079,0,19590.06665127962,4,0,0.0
PH005356,V96430,Business,2020-11-23,Truck,15291,0,1,226,25,0.6723773837340422,REF005356,V98894,Total loss,2019-07-11,Fire,Comprehensive,6,No,25923,0.38849494511201377,0,47659.9531538111,23,2,0.0
PH002607,V25389,Business,2016-03-18,SUV,28920,0,1,199,73,0.7780266738075854,REF002607,V29331,Partial damage,2019-06-05,Theft,Collision,7,No,95808,0.8607706231295215,0,48670.92106766809,16,0,0.0
PH007397,V90713,Teacher,2017-02-17,Van,93208,0,1,137,25,0.2082190844420163,REF007397,V41300,Partial damage,2019-11-09,Natural Disaster,Comprehensive,5,No,40395,0.06925291749671436,0,34986.38169032769,20,1,0.0
PH008621,V91940,Doctor,2018-11-16,Van,64895,0,1,139,28,0.30839928821399215,REF008621,V84261,Total loss,2020-08-24,Natural Disaster,Collision,1,No,55890,0.2811004059396428,0,36331.47465399799,4,0,0.0
PH000697,V59689,Engineer,2018-01-13,Motorcycle,27139,0,1,21,46,0.1159468305663693,REF000697,V14514,Total loss,2019-10-22,Natural Disaster,Comprehensive,3,No,91815,0.8449775000577635,1,43256.867482729365,8,0,0.0
PH008617,V58026,Doctor,2014-11-07,Van,38448,0,1,142,76,0.39511111892788264,REF008617,V65478,Minor damage,2020-11-28,Vandalism,Collision,5,No,19783,0.2609860621375967,0,31043.220973107495,7,0,0.0
PH006382,V38499,Teacher,2014-04-13,Van,42719,0,1,81,60,0.47072609984453473,REF006382,V91026,Minor damage,2019-12-01,Vandalism,Collision,2,No,44044,0.5515441148531033,1,34119.78616855795,10,0,0.0
PH009437,V36146,Engineer,2017-08-17,Van,88210,1,2,114,54,0.7860058931105013,REF009437,V70987,Partial damage,2019-01-28,Theft,Collision,6,No,34717,0.8306260304837184,1,953.3875458255939,1,0,0.0
PH005455,V77717,Teacher,2010-11-12,Van,74751,1,1,116,37,0.6948288612636365,REF005455,V30855,Theft reported,2020-04-21,Natural Disaster,Medical,8,No,24698,0.6218155456387701,0,36688.30810056469,23,0,0.0
PH006849,V24272,Business,2012-05-05,SUV,14847,0,2,65,27,0.22642920201985275,REF006849,V80151,Theft reported,2019-06-03,Fire,Collision,7,No,36626,0.44925232320836994,1,28630.0368114367,16,0,0.0
PH008200,V64474,Doctor,2010-05-02,Van,74422,0,1,48,65,0.7785757547764118,REF008200,V25591,Total loss,2019-01-08,Theft,Liability,5,Yes,99455,0.46244075660787787,0,36769.88185520637,13,1,0.0
PH001700,V94278,Business,2017-05-14,SUV,74660,1,1,136,41,0.6614700756603245,REF001700,V56385,Minor damage,2019-08-27,Natural Disaster,Collision,8,Yes,20973,0.20636676577713853,1,2694.5261194881255,15,0,0.0
PH006508,V71759,Other,2020-03-06,Car,33830,1,3,59,43,0.4885724902672357,REF006508,V87474,Partial damage,2020-04-08,Vandalism,Collision,3,No,50325,0.6154818433910094,1,43891.70035773508,21,0,0.0
PH008711,V49309,Business,2011-06-15,SUV,49194,0,1,130,69,0.45526377384577654,REF008711,V20139,Total loss,2019-07-02,Theft,Liability,7,No,13085,0.6820284090633856,0,47020.18268469619,2,1,0.0
PH000426,V86350,Doctor,2014-09-26,Van,31085,0,1,206,67,0.31890410058125174,REF000426,V46231,Minor damage,2019-01-20,Vandalism,Comprehensive,7,No,40293,0.7455863520914708,0,29133.66370523247,6,0,0.0
PH004407,V45269,Engineer,2011-06-28,Car,80880,0,1,156,32,0.1973338960686081,REF004407,V55705,Minor damage,2020-05-01,Fire,Collision,9,No,43512,0.35569417457386265,0,11268.928755989988,7,1,0.0
PH002300,V41552,Teacher,2015-03-01,Car,45016,0,1,5,67,0.7628853617930833,REF002300,V65524,Minor damage,2020-08-11,Accident,Medical,4,Yes,56287,0.9565816264732457,0,3585.250982922811,8,0,0.0
PH005175,V80101,Lawyer,2018-06-09,Van,63739,0,1,83,32,0.41498285609618923,REF005175,V75529,Theft reported,2020-10-11,Theft,Collision,2,No,99226,0.9092234286027502,0,8556.330435982467,15,0,0.0
PH004955,V98129,Engineer,2012-12-21,Motorcycle,66469,0,1,180,54,0.3192770469347125,REF004955,V32195,Partial damage,2019-08-15,Accident,Collision,2,Yes,57116,0.15793914451249147,0,5784.4936830588385,7,0,0.0
PH006998,V25315,Other,2015-10-21,Truck,99615,0,1,235,26,0.7746804388292773,REF006998,V10621,Total loss,2020-10-23,Natural Disaster,Medical,7,No,60797,0.7566567632530433,0,10396.622764015541,3,0,0.0
PH007260,V46989,Lawyer,2010-01-16,Truck,63907,1,2,100,52,0.643462014073974,REF007260,V77829,Total loss,2019-01-06,Natural Disaster,Medical,1,No,38146,0.3777114079314693,1,40923.47407372546,10,0,0.0
PH000176,V52487,Lawyer,2014-01-30,Van,15585,0,4,3,26,0.5442566184426808,REF000176,V35377,Total loss,2020-01-14,Vandalism,Collision,8,No,24815,0.6221978974835984,0,9907.56775811126,12,0,0.0
PH006151,V58679,Teacher,2013-05-17,Van,13809,1,2,214,27,0.6108272293631593,REF006151,V95253,Partial damage,2020-10-19,Vandalism,Comprehensive,6,No,54086,0.4144466491948615,0,34602.819839367796,8,0,0.0
PH001964,V18870,Teacher,2019-09-07,Truck,77053,1,2,76,36,0.2617818576581791,REF001964,V84959,Theft reported,2019-05-25,Vandalism,Collision,4,No,90279,0.0558026788643351,0,37164.11586455826,5,0,0.0
PH003325,V98288,Lawyer,2020-03-06,Motorcycle,46109,1,1,182,59,0.8978167340474241,REF003325,V98971,Partial damage,2019-12-20,Accident,Liability,8,No,62383,0.837641651737509,0,21382.493598866648,10,2,0.0
PH009654,V35238,Engineer,2014-01-02,Car,24251,1,1,228,69,0.5667844548293026,REF009654,V63021,Partial damage,2019-06-18,Accident,Liability,5,No,34012,0.7080411696525655,1,38932.38448053813,1,0,0.0
PH003984,V38707,Teacher,2015-08-30,Car,69133,0,1,203,28,0.6751003500291847,REF003984,V11990,Total loss,2020-09-03,Vandalism,Collision,5,No,10638,0.10535319970483858,0,20539.605348298977,8,2,0.0
PH001247,V16428,Teacher,2011-07-23,SUV,59325,1,1,221,19,0.5170757265878259,REF001247,V88855,Partial damage,2020-09-16,Accident,Collision,2,No,94311,0.6793669209209844,0,35217.710336570955,9,0,0.0
PH008322,V28837,Other,2013-02-17,Van,60476,1,1,233,65,0.7972184583341664,REF008322,V23308,Total loss,2020-01-10,Accident,Medical,3,Yes,27346,0.2545257164060605,0,41499.290253232095,17,0,0.0
PH001903,V39430,Other,2018-12-30,Car,74179,0,3,83,25,0.7533427412493644,REF001903,V95767,Theft reported,2019-12-11,Vandalism,Liability,4,No,20829,0.09310573342231843,0,42847.11981382594,2,0,0.0
PH005732,V56338,Doctor,2014-02-06,SUV,58603,0,1,201,26,0.7519882091354045,REF005732,V95302,Partial damage,2019-05-18,Theft,Collision,9,No,16485,0.04393643642750633,1,7657.121640910359,5,4,0.0
PH006873,V18509,Other,2013-08-24,SUV,62902,0,1,29,77,0.7216993267350778,REF006873,V99526,Partial damage,2019-06-26,Vandalism,Medical,6,Yes,77881,0.8429286348148289,0,37081.79737711592,10,0,0.0
PH000785,V73372,Business,2019-09-25,Truck,25395,0,1,136,22,0.5344449822960928,REF000785,V22418,Total loss,2020-04-05,Theft,Collision,3,No,28126,0.9611915317800883,0,19377.7848783916,12,0,0.0
PH004481,V60891,Engineer,2013-01-31,Truck,20304,1,1,49,48,0.4260345497706818,REF004481,V37027,Total loss,2019-10-13,Accident,Comprehensive,6,No,71237,0.3817845572919776,0,29685.98771001921,1,0,0.0
PH007823,V87687,Lawyer,2013-04-12,Truck,14127,1,1,176,20,0.11973200145712451,REF007823,V27284,Theft reported,2020-07-29,Fire,Comprehensive,7,No,92426,0.8488307981712538,0,4447.761398713954,14,0,0.0
PH002412,V24404,Lawyer,2018-06-16,Truck,42991,0,1,193,47,0.3524142409620049,REF002412,V31108,Total loss,2019-03-30,Vandalism,Liability,2,Yes,94624,0.9289126005056371,0,9135.619646266727,22,0,0.0
PH007358,V55029,Doctor,2017-03-18,Van,28833,0,1,95,50,0.3450583481297511,REF007358,V55066,Total loss,2020-03-24,Natural Disaster,Comprehensive,8,No,38207,0.031738612986432546,1,3091.9774092303273,0,0,0.0
PH006646,V68065,Teacher,2014-11-29,Truck,48521,1,3,77,46,0.7624127089808898,REF006646,V20775,Minor damage,2019-12-10,Natural Disaster,Comprehensive,7,No,56929,0.0013528224361389896,0,13272.001946834795,11,1,0.0
PH000703,V59692,Business,2010-11-25,Motorcycle,23583,0,1,224,26,0.3858656968458726,REF000703,V93203,Minor damage,2020-01-18,Vandalism,Comprehensive,5,No,79740,0.8774802439867866,0,9008.10400224647,10,0,0.0
PH007008,V69232,Business,2017-08-20,Truck,61769,1,2,199,66,0.5775316712497449,REF007008,V30437,Minor damage,2019-02-16,Accident,Medical,2,No,38354,0.2951175622779736,0,26083.767792816543,1,0,0.0
PH005219,V88204,Teacher,2010-10-09,Van,86812,0,2,82,32,0.5652004247052009,REF005219,V73719,Partial damage,2019-03-13,Vandalism,Collision,2,No,92587,0.2281788878979284,0,25274.689216745617,19,0,0.0
PH000542,V49829,Business,2010-03-18,Car,26410,1,1,125,43,0.1366807719146932,REF000542,V47200,Theft reported,2019-11-21,Vandalism,Comprehensive,9,No,40048,0.784467552232098,0,8353.389875870867,12,0,0.0
PH007536,V46226,Doctor,2018-01-30,Truck,52823,0,2,191,38,0.19390376002242676,REF007536,V42892,Partial damage,2019-09-08,Fire,Collision,9,No,16584,0.01265447163794009,0,45782.85748219439,11,1,0.0
PH000613,V81810,Business,2012-04-29,Van,12936,0,1,107,40,0.898254046085879,REF000613,V70008,Total loss,2020-10-04,Theft,Liability,5,No,18459,0.6746041389725473,0,44680.21580966224,1,1,0.0
PH008568,V60283,Doctor,2011-05-02,Truck,62986,0,1,80,68,0.7700164741098943,REF008568,V54747,Theft reported,2019-08-21,Accident,Collision,5,No,23423,0.5584367620908129,0,36921.34492358492,13,0,0.0
PH009320,V98487,Business,2011-07-06,SUV,54006,1,1,60,44,0.626441710700453,REF009320,V69631,Theft reported,2020-02-04,Fire,Collision,9,No,97566,0.3714467337269576,0,30077.100759976987,18,0,0.0
PH008047,V68177,Engineer,2010-12-05,Van,87445,0,1,8,74,0.8626597285049468,REF008047,V66687,Theft reported,2019-09-13,Vandalism,Comprehensive,2,No,50753,0.10976029600464254,0,5856.9168566730905,3,0,0.0
PH004476,V75191,Engineer,2020-09-04,Van,83156,0,1,61,50,0.6448408018230324,REF004476,V63714,Theft reported,2020-05-01,Fire,Medical,9,No,26537,0.14827397528122732,0,38652.56103347239,16,0,0.0
PH007719,V53975,Lawyer,2012-12-07,Car,56588,1,1,47,65,0.5578025523918586,REF007719,V18772,Theft reported,2020-09-10,Vandalism,Collision,4,No,83590,0.7174279584160257,0,23024.599449397396,19,2,0.0
PH006959,V14660,Other,2012-01-24,Van,19029,0,3,130,58,0.16181940663618236,REF006959,V51111,Theft reported,2019-05-20,Natural Disaster,Liability,9,No,12825,0.7284559223081688,0,20342.69267244971,21,2,0.0
PH000653,V86556,Business,2019-05-08,Truck,45754,0,1,90,33,0.3718567026471784,REF000653,V55043,Partial damage,2020-03-15,Vandalism,Liability,6,No,97624,0.1714406878481729,0,7507.882161473382,12,2,0.0
PH005185,V23911,Teacher,2017-08-19,Motorcycle,83251,0,1,165,20,0.15494219004408977,REF005185,V33576,Total loss,2020-04-16,Vandalism,Collision,4,No,98362,0.6180527256973495,0,16059.145093758572,23,0,0.0
PH002212,V32103,Doctor,2010-05-18,Truck,57674,0,1,31,60,0.13147530800580035,REF002212,V82002,Minor damage,2019-01-08,Accident,Liability,7,No,63491,0.7350270906847006,0,3166.7800141426433,3,0,0.0
PH003572,V28724,Business,2012-09-19,Motorcycle,40415,0,1,65,75,0.22349438299070076,REF003572,V46068,Total loss,2019-02-09,Theft,Comprehensive,6,No,15110,0.7412547269343998,0,38111.824486392354,8,0,0.0
PH008863,V41414,Engineer,2012-04-28,SUV,10946,1,1,90,65,0.8089972565684426,REF008863,V98804,Total loss,2019-01-05,Vandalism,Liability,1,No,55127,0.35007373044188594,0,48562.504073922835,21,2,0.0
PH005134,V92173,Engineer,2015-12-08,Van,85793,1,2,155,52,0.718630858318145,REF005134,V37851,Total loss,2019-01-31,Natural Disaster,Collision,5,No,74834,0.24876111950965507,0,13357.717170792595,9,0,0.0
PH000874,V26591,Business,2018-12-26,Car,29459,1,1,13,66,0.12149328153470657,REF000874,V32764,Total loss,2020-04-22,Fire,Collision,8,No,75387,0.3707319534769995,0,6477.087351063556,15,0,0.0
PH006225,V78690,Other,2019-12-30,SUV,76653,0,2,134,46,0.82144054020439,REF006225,V64404,Total loss,2019-09-14,Vandalism,Collision,8,No,50046,0.5518550597935848,1,27994.295356653303,0,0,0.0
PH006824,V88656,Doctor,2019-06-17,Truck,98816,0,2,186,44,0.15562446089931292,REF006824,V17982,Theft reported,2019-05-26,Accident,Comprehensive,2,No,39822,0.4186891804559616,1,1549.7303571966577,8,0,0.0
PH004113,V10167,Lawyer,2011-04-05,SUV,65119,0,4,96,34,0.886238279733677,REF004113,V76951,Total loss,2020-12-11,Theft,Comprehensive,3,No,18431,0.061751053701688874,0,41900.73184884347,9,0,0.0
PH008801,V63347,Business,2010-07-10,Van,34060,1,1,222,29,0.304613701200926,REF008801,V81819,Total loss,2020-04-03,Natural Disaster,Liability,2,No,51142,0.2673239260296397,0,11681.159313816788,2,0,0.0
PH004628,V95267,Doctor,2011-05-12,Van,58083,0,1,44,77,0.31294181006652344,REF004628,V29741,Minor damage,2019-11-11,Accident,Comprehensive,7,No,80748,0.8389688232052591,0,40960.24718394802,12,0,0.0
PH000500,V60488,Engineer,2010-08-16,Car,13498,0,2,193,74,0.8101844136712273,REF000500,V52739,Total loss,2020-01-31,Fire,Comprehensive,1,No,94525,0.21779915176405518,0,36573.13594566464,22,0,0.0
PH001707,V67640,Business,2014-02-04,SUV,46036,0,3,101,57,0.4338030925087031,REF001707,V11161,Theft reported,2019-09-22,Natural Disaster,Comprehensive,1,No,92880,0.08508538342789829,0,43304.64381979241,21,0,0.0
PH007648,V18256,Lawyer,2020-02-14,Car,52523,1,1,2,40,0.8280869103604054,REF007648,V77995,Total loss,2020-04-22,Vandalism,Liability,7,No,79137,0.9166695835124846,0,9356.186710383876,7,0,0.0
PH001304,V44663,Doctor,2012-03-02,Van,46110,0,3,230,56,0.44366294598474354,REF001304,V79185,Minor damage,2019-01-19,Theft,Liability,9,Yes,13615,0.9724101537392007,0,47260.24113506587,14,0,0.0
PH003943,V68459,Doctor,2020-07-16,SUV,59681,0,3,64,32,0.7357157110227903,REF003943,V36965,Partial damage,2020-11-20,Natural Disaster,Comprehensive,8,No,21983,0.5755917498750002,0,14530.540061104819,15,0,0.0
PH008344,V64702,Doctor,2014-12-16,SUV,11837,0,1,185,22,0.4140329608683473,REF008344,V83044,Theft reported,2019-08-28,Fire,Medical,4,Yes,81470,0.5293002479254679,0,36154.62108745175,23,2,0.0
PH006419,V75850,Teacher,2010-04-18,Truck,75191,0,2,48,62,0.26119292852548137,REF006419,V30898,Total loss,2019-03-30,Fire,Comprehensive,4,No,45057,0.946947923273013,0,14886.413033151963,18,0,0.0
PH002218,V91851,Engineer,2017-06-24,Motorcycle,15599,0,1,151,59,0.3596273758321905,REF002218,V80282,Theft reported,2019-03-25,Vandalism,Collision,1,No,76847,0.3551003073194364,0,48114.06011872543,6,0,0.0
PH007394,V46418,Lawyer,2016-05-16,SUV,71022,0,1,235,58,0.13988898970397498,REF007394,V31873,Total loss,2020-06-20,Fire,Comprehensive,8,No,29374,0.24360191221832705,1,45104.51075450986,19,1,0.0
PH003496,V47171,Business,2015-08-18,Motorcycle,75612,0,3,41,28,0.6345716092867714,REF003496,V17977,Partial damage,2020-01-04,Accident,Liability,4,No,37067,0.8694764019157537,0,41650.077326269144,7,0,0.0
PH006897,V51482,Business,2014-01-29,SUV,56465,0,4,142,39,0.22125276643113054,REF006897,V28531,Partial damage,2020-04-07,Vandalism,Comprehensive,3,No,14442,0.7268665659102949,1,35283.23645482382,20,2,0.0
PH003850,V19789,Business,2017-03-31,Motorcycle,19431,0,1,189,73,0.712586192748263,REF003850,V11317,Theft reported,2020-09-24,Natural Disaster,Comprehensive,1,No,98105,0.4458715105169918,0,27149.618499909677,7,2,0.0
PH009445,V40765,Other,2017-02-04,Motorcycle,77342,0,2,59,47,0.4218092957153726,REF009445,V56695,Total loss,2020-07-01,Accident,Comprehensive,3,No,88813,0.6852664014348684,1,12506.12484842499,12,0,0.0
PH008367,V50295,Other,2016-10-22,SUV,55206,0,1,196,53,0.8805535571829308,REF008367,V81554,Total loss,2019-10-12,Theft,Liability,7,No,48192,0.9820666851127605,0,13430.779668469117,18,0,0.0
PH004707,V40298,Doctor,2012-11-15,Van,13119,1,1,86,71,0.14730917509007427,REF004707,V51640,Partial damage,2019-03-10,Natural Disaster,Comprehensive,2,Yes,37132,0.6058231322646587,0,44087.29645878399,3,2,0.0
PH002973,V82443,Business,2020-10-13,Car,19074,0,1,162,78,0.881656145271051,REF002973,V19807,Theft reported,2019-04-11,Natural Disaster,Comprehensive,4,No,44061,0.7312632916574721,0,19429.35362784784,11,2,0.0
